"twitter","id_str","screen_name","twitter_name","description","followers_count","statuses_count","friends_count","created_at","location","id","bioid","name","gender","type","party"
"senatorboxer","15442036","SenatorBoxer","Sen. Barbara Boxer","U.S. Senator Barbara Boxer of California.",60456,1787,140,"Tue Jul 15 16:02:13 +0000 2008","Washington, D.C.","00116","B000711","Barbara Boxer","F","Congress","Democrat"
"senatorburr","21157904","SenatorBurr","Richard Burr","U.S. Senator from North Carolina",31781,1790,3340,"Wed Feb 18 01:53:03 +0000 2009","Winston-Salem, NC","00153","B001135","Richard Burr","M","Congress","Republican"
"senatorcantwell","117501995","SenatorCantwell","Sen. Maria Cantwell","Official Twitter account of the Office of U.S. Senator Maria Cantwell -- Tweets come from Cantwell staff",14759,1240,370,"Thu Feb 25 19:21:52 +0000 2010","Washington, D.C.","00172","C000127","Maria Cantwell","F","Congress","Democrat"
"senatorcardin","109071031","SenatorCardin","Senator Ben Cardin","U.S. Senator Ben Cardin- #Maryland Ranking Member- Senate Foreign Relations Committee",28923,4854,296,"Wed Jan 27 22:03:53 +0000 2010","Maryland/Washington, DC","00174","C000141","Benjamin L. Cardin","M","Congress","Democrat"
"senatorcarper","249787913","SenatorCarper","Senator Tom Carper","U.S. Senator for Delaware | Ranking Member of @SenateHSGACDems",15090,3701,502,"Wed Feb 09 19:46:42 +0000 2011","Delaware","00179","C000174","Thomas R. Carper","M","Congress","Democrat"
"senatorcollins","19726613","SenatorCollins","Sen. Susan Collins","United States Senator from Maine. 

All tweets originate from the Press Office of Senator Susan Collins.",35859,1434,938,"Thu Jan 29 18:56:59 +0000 2009","Maine","01541","C001035","Susan M. Collins","F","Congress","Republican"
"senatordurbin","247334603","SenatorDurbin","Senator Dick Durbin","Serving the people of Illinois. U.S. Senate Democratic Whip. Follows/RTs do not equal an endorsement.",55557,4391,1663,"Fri Feb 04 15:50:42 +0000 2011","","00326","D000563","Richard J. Durbin","M","Congress","Democrat"
"senatorenzi","291756142","SenatorEnzi","Mike Enzi","Mike Enzi is Wyoming’s 20th U.S. Senator. His joy of representing Wyoming is topped by few things. (Being a grandfather and fly-fishing are two).",12208,1871,540,"Mon May 02 15:26:39 +0000 2011","","01542","E000285","Michael B. Enzi","M","Congress","Republican"
"senatorfischer","1071402577","SenatorFischer","Senator Deb Fischer","U.S. Senator and Cherry County rancher working to bring some Nebraska common sense to Washington",10688,1560,146,"Tue Jan 08 16:49:07 +0000 2013","","02179","F000463","Deb Fischer","F","Congress","Republican"
"senatorheitkamp","1061029050","SenatorHeitkamp","Sen. Heidi Heitkamp","Official Twitter account for Heidi Heitkamp, U.S. Senator for #NorthDakota. Learn more on Facebook: https://t.co/sdBAQYB6b4.
Instagram: http://t.co/o02Q1Pt8AC",12723,4198,508,"Fri Jan 04 17:57:48 +0000 2013","","02174","H001069","Heidi Heitkamp","F","Congress","Democrat"
"senatorisakson","78403308","SenatorIsakson","Johnny Isakson","Official Page of U.S. Senator Johnny Isakson (R-Ga.)

      (Committees: Finance, HELP, Veterans' Affairs and Vice Chairman of Ethics)",19861,1363,443,"Tue Sep 29 20:09:30 +0000 2009","GA & DC","01608","I000055","Johnny Isakson","M","Congress","Republican"
"senatorkirk","211588974","SenatorKirk","Mark Kirk","I serve the people of the state of Illinois in the United States Senate. Please do not hesitate to contact me if you have any questions or need assistance.",35528,4185,1852,"Wed Nov 03 17:51:13 +0000 2010","Highland Park, Illinois","01647","K000360","Mark Kirk","M","Congress","Republican"
"senatorlankford","225921757","SenatorLankford","Sen. James Lankford","Serving the State of Oklahoma in the United States Senate",13377,2696,497,"Sun Dec 12 20:33:07 +0000 2010","Oklahoma and Washington, DC","02050","L000575","James Lankford","M","Congress","Republican"
"senatorleahy","242836537","SenatorLeahy","Sen. Patrick Leahy","",28956,5392,109,"Tue Jan 25 18:20:07 +0000 2011","Washington, DC","01383","L000174","Patrick J. Leahy","M","Congress","Democrat"
"senatormenendez","18695134","SenatorMenendez","Senator Bob Menendez","Proudly serving the State of New Jersey in the United States Senate.",49354,4022,603,"Tue Jan 06 21:01:12 +0000 2009","","00791","M000639","Robert Menendez","M","Congress","Democrat"
"senatorreid","16789970","SenatorReid","Senator Harry Reid","News from the office of Nevada Senator Harry Reid, the U.S. Senate Democratic Leader.(Español: @SenadorReid)",267881,3203,153,"Wed Oct 15 19:42:08 +0000 2008","Searchlight, NV","00952","R000146","Harry Reid","M","Congress","Democrat"
"senatorrisch","1096059529","SenatorRisch","Senator Jim Risch","United States Senator Jim Risch (R-ID)",8846,371,43,"Wed Jan 16 18:58:23 +0000 2013","Boise & Washington, D.C.","01896","R000584","James E. Risch","M","Congress","Republican"
"senatorrounds","2955485182","SenatorRounds","Senator Mike Rounds","U.S. Senator for South Dakota",2347,345,434,"Thu Jan 01 20:23:49 +0000 2015","Pierre, South Dakota","02288","R000605","Mike Rounds","M","Congress","Republican"
"senatorsessions","47975734","SenatorSessions","Sen. Jeff Sessions","U.S. Sen. Jeff Sessions (R-AL) serves as the Ranking Member on the Senate Budget Committee. He is in his 3rd term in the Senate.",39957,1693,103,"Wed Jun 17 14:24:08 +0000 2009","Mobile, AL","01548","S001141","Jeff Sessions","M","Congress","Republican"
"senatorshaheen","109287731","SenatorShaheen","Sen. Jeanne Shaheen","I am currently serving in the United States Senate and am proud to serve the people of New Hampshire. http://t.co/6CyyCKZ22b",22319,3342,5604,"Thu Jan 28 15:22:44 +0000 2010","Washington, DC","01901","S001181","Jeanne Shaheen","F","Congress","Democrat"
"senatortester","515822213","SenatorTester","Senator Jon Tester","Third-generation Montana farmer. Proud grandfather. Former school teacher. Montana's senior Senator.",3641,935,799,"Mon Mar 05 20:13:29 +0000 2012","Montana","01829","T000464","Jon Tester","M","Congress","Democrat"
"senatortimscott","217543151","SenatorTimScott","Tim Scott","Official account of U.S. Senator Tim Scott. Honored to represent the great state of South Carolina. RTs and follows dont equal endorsements. #OpportunityAgenda",90879,3195,3247,"Fri Nov 19 20:34:30 +0000 2010","South Carolina","02056","S001184","Tim Scott","M","Congress","Republican"
"senatortomudall","60828944","SenatorTomUdall","Tom Udall","Updates from U.S. Senator Tom Udall from New Mexico. Follow @TomUdallPress for press updates. Photo by #ShowcaseNM contest finalist Prakriti of N.M. Highlands.",18933,2029,5,"Tue Jul 28 06:10:29 +0000 2009","Santa Fe and Washington","01567","U000039","Tom Udall","M","Congress","Democrat"
"senatorwicker","264219447","SenatorWicker","Senator Roger Wicker","U.S. Senator for the State of Mississippi. Please visit my website for updates from the Senate.",16115,1909,284,"Fri Mar 11 14:59:01 +0000 2011","Mississippi & Washington, DC","01226","W000437","Roger F. Wicker","M","Congress","Republican"
"senbennetco","224285242","SenBennetCO","Michael F. Bennet","U.S. Senator for Colorado",21895,1013,87,"Wed Dec 08 16:29:29 +0000 2010","Colorado","01965","B001267","Michael F. Bennet","M","Congress","Democrat"
"senbillnelson","20597460","SenBillNelson","Bill Nelson","U.S. Sen. Bill Nelson is the senior senator from the state of Florida.",40329,535,101,"Wed Feb 11 15:44:25 +0000 2009","Florida/ Washington, D.C.","00859","N000032","Bill Nelson","M","Congress","Democrat"
"senblumenthal","278124059","SenBlumenthal","Richard Blumenthal","Connecticut’s U.S. Senator",25434,5284,901,"Wed Apr 06 17:13:53 +0000 2011","Connecticut, USA","02076","B001277","Richard Blumenthal","M","Congress","Democrat"
"senbobcasey","171598736","SenBobCasey","Senator Bob Casey","Official twitter profile for the press office of Senator Bob Casey.",24362,2180,418,"Tue Jul 27 18:38:20 +0000 2010","","01828","C001070","Robert P. Casey, Jr.","M","Congress","Democrat"
"senbobcorker","73303753","SenBobCorker","Senator Bob Corker","Official news and updates from United States Senator Bob Corker (R-Tennessee) and his staff.",39643,2277,456,"Fri Sep 11 03:56:08 +0000 2009","Tennessee","01825","C001071","Bob Corker","M","Congress","Republican"
"senbookerofc","2167097881","SenBookerOfc","Office of Sen Booker","The U.S. Senate Office of Cory Booker, D-NJ",2038,636,71,"Thu Oct 31 19:02:04 +0000 2013","New Jersey * Washington, DC","02194","B001288","Cory A. Booker","M","Congress","Democrat"
"senbrianschatz","1262099252","SenBrianSchatz","Senator Brian Schatz","Tweets from the Office of Senator Brian Schatz, representing the great state of Hawaii.",4703,220,1335,"Tue Mar 12 14:23:20 +0000 2013","","02173","S001194","Brian Schatz","M","Congress","Democrat"
"sencapito","193794406","SenCapito","Shelley Moore Capito","Proudly serving West Virginia in the United States Senate.",12764,1806,960,"Wed Sep 22 18:06:14 +0000 2010","","01676","C001047","Shelley Moore Capito","F","Congress","Republican"
"sencoonsoffice","435500714","SenCoonsOffice","Office of Sen. Coons","News releases, blog posts, new videos, transcripts and other resources from the office of U.S. Senator @ChrisCoons of Delaware.",3608,2185,108,"Tue Dec 13 04:02:30 +0000 2011","Delaware & Washington","01984","C001088","Christopher A. Coons","M","Congress","Democrat"
"sencorygardner","235217558","SenCoryGardner","Cory Gardner ","Proudly serving the state of Colorado in the United States Senate.  This is my official Senate Twitter account. Tweets from Cory are signed -cg.",11041,2114,638,"Fri Jan 07 17:02:56 +0000 2011","Colorado","01998","G000562","Cory Gardner","M","Congress","Republican"
"sendancoats","212262370","SenDanCoats","Senator Dan Coats","U.S. Senator serving Indiana",20649,3455,644,"Fri Nov 05 15:56:49 +0000 2010","","00209","C000542","Daniel Coats","M","Congress","Republican"
"sendansullivan","2891210047","SenDanSullivan","SenDanSullivan","Official twitter account for U.S. Senator Dan Sullivan.  Proudly serving the state of Alaska.",1455,262,173,"Wed Nov 05 21:25:42 +0000 2014","","02290","S001198","Daniel Sullivan","M","Congress","Republican"
"sendavidperdue","2863210809","sendavidperdue","David Perdue","Official Twitter account for U.S. Senator David Perdue of Georgia.",3079,366,546,"Wed Nov 05 20:58:02 +0000 2014","Georgia","02286","P000612","David Perdue","M","Congress","Republican"
"sendeanheller","266133081","SenDeanHeller","Dean Heller","U.S. Senator Dean Heller",16709,3238,7378,"Mon Mar 14 18:31:08 +0000 2011","Nevada","01863","H001041","Dean Heller","M","Congress","Republican"
"sendonnelly","216503958","SenDonnelly","Senator Joe Donnelly","U.S. Senator Joe Donnelly's communications staff",15807,2340,279,"Tue Nov 16 22:24:01 +0000 2010","","01850","D000607","Joe Donnelly","M","Congress","Democrat"
"senfeinstein","476256944","SenFeinstein","Sen Dianne Feinstein","United States Senator from California. On Facebook at: http://t.co/siExqwIu",54619,2130,129,"Fri Jan 27 23:06:59 +0000 2012","California","01332","F000062","Dianne Feinstein","F","Congress","Democrat"
"sengarypeters","236511574","SenGaryPeters","Senator Gary Peters","U.S. Senator proudly representing the state of Michigan.",8963,1920,989,"Mon Jan 10 19:17:36 +0000 2011","","01929","P000595","Gary Peters","M","Congress","Democrat"
"senjackreed","486694111","SenJackReed","Senator Jack Reed","Official Twitter feed of Rhode Island’s U.S. Senator Jack Reed.",14085,2828,14,"Wed Feb 08 15:24:01 +0000 2012","Providence, Rhode Island","00949","R000122","Jack Reed","M","Congress","Democrat"
"senjeffmerkley","29201047","SenJeffMerkley","Senator Jeff Merkley","U.S. Senator from the State of Oregon",33588,1864,173,"Mon Apr 06 13:38:39 +0000 2009","Oregon","01900","M001176","Jeff Merkley","M","Congress","Democrat"
"senjohnbarrasso","202206694","SenJohnBarrasso","Sen. John Barrasso","U.S. Senator for the great state of Wyoming and @Senate_RPC Chairman.",20084,2544,485,"Wed Oct 13 14:49:08 +0000 2010","","01881","B001261","John Barrasso","M","Congress","Republican"
"senjohnhoeven","382791093","SenJohnHoeven","Senator John Hoeven","U.S. Senator from North Dakota",11965,1077,420,"Fri Sep 30 17:55:30 +0000 2011","North Dakota","02079","H001061","John Hoeven","M","Congress","Republican"
"senjohnmccain","19394188","SenJohnMcCain","John McCain","U.S. Senator John McCain (R-AZ), Chairman of Senate Armed Services Committee",1962109,8868,339,"Fri Jan 23 13:42:31 +0000 2009","Phoenix, AZ / Washington, DC","00754","M000303","John McCain","M","Congress","Republican"
"senjohnthune","296361085","SenJohnThune","Senator John Thune","U.S. Senator John Thune, South Dakota. Chairman of @Senate_GOPs & @CommerceGOP. Father. Husband. Avid Outdoorsman. Sports Fan.",35066,2315,310,"Tue May 10 16:41:48 +0000 2011","","01534","T000250","John Thune","M","Congress","Republican"
"senjoniernst","2856787757","SenJoniErnst","Joni Ernst","Official Account of Senator Joni Ernst from Iowa.",5943,260,42,"Sun Nov 02 13:32:54 +0000 2014","Iowa ","02283","E000295","Joni Ernst","F","Congress","Republican"
"senkaineoffice","1267940407","SenKaineOffice","Office of Sen. Kaine","Official twitter account for the office of U.S. Senator Tim Kaine of Virginia",3303,436,213,"Thu Mar 14 20:33:03 +0000 2013","","02176","K000384","Tim Kaine","M","Congress","Democrat"
"senmikelee","88784440","SenMikeLee","Mike Lee","I am a United States Senator from the great state of Utah. Please help me restore constitutional leadership to Washington!",174401,3324,2385,"Mon Nov 09 22:47:47 +0000 2009","Utah","02080","L000577","Mike Lee","M","Congress","Republican"
"senorrinhatch","262756641","SenOrrinHatch","Senator Hatch Office","U.S. Senator from Utah. Tweets are by Sen. Hatch's staff; those signed ogh are from Sen. Hatch himself.",13376,2733,152,"Tue Mar 08 18:04:18 +0000 2011","","01351","H000338","Orrin G. Hatch","M","Congress","Republican"
"senpatroberts","75364211","SenPatRoberts","Pat Roberts","United States Senator from Kansas",16322,1776,727,"Fri Sep 18 19:34:56 +0000 2009","Kansas and Washington, DC","00968","R000307","Pat Roberts","M","Congress","Republican"
"senrobportman","18915145","senrobportman","Rob Portman","United States Senator from the Buckeye State.",45334,4260,1613,"Mon Jan 12 20:56:42 +0000 2009","Ohio","00924","P000449","Rob Portman","M","Congress","Republican"
"senronjohnson","233737858","SenRonJohnson","Senator Ron Johnson","Tweets from Ron are signed -rj",27840,1548,108,"Tue Jan 04 00:25:27 +0000 2011","Oshkosh, WI","02086","J000293","Ron Johnson","M","Congress","Republican"
"senrubiopress","229966028","SenRubioPress","Senator Rubio Press","The press office for Senator @MarcoRubio. For more information please visit his website: http://t.co/9eM6UaRgYS",18219,2005,101,"Thu Dec 23 21:22:47 +0000 2010","Washington, D.C.","02084","R000595","Marco Rubio","M","Congress","Republican"
"sensanders","29442313","SenSanders","Bernie Sanders","Sen. Bernie Sanders is the longest serving independent in congressional history. Tweets ending in -B are from Bernie, and all others are from a staffer.",349149,12313,1884,"Tue Apr 07 13:02:35 +0000 2009","Vermont/DC","01010","S000033","Bernard Sanders","M","Primary Candidate","Democrat"
"sensasse","2962923040","SenSasse","Senator Ben Sasse","The press office account of U.S. Sen. Sasse. 

His (less political/hopefully more interesting) personal account is at @BenSasse.",2850,197,1,"Mon Jan 05 22:39:56 +0000 2015","","02289","S001197","Ben Sasse","M","Congress","Republican"
"senschumer","17494010","SenSchumer","Chuck Schumer","Official account of Senator Chuck Schumer - New York’s Senator  Tweets from Chuck are signed “-cs” - RT≠endorsement",107640,5293,27048,"Wed Nov 19 20:10:20 +0000 2008","New York, NY","01036","S000148","Charles E. Schumer","M","Congress","Democrat"
"senshelby","21111098","SenShelby","Richard Shelby","The Press Office of                       Senator Richard Shelby (R-Ala.)
https://t.co/hUzSbtYLIJ",18479,495,262,"Tue Feb 17 17:53:43 +0000 2009","Tuscaloosa, Alabama","01049","S000320","Richard C. Shelby","M","Congress","Republican"
"sensherrodbrown","43910797","SenSherrodBrown","Sherrod Brown","Office of United States Senator Sherrod Brown who is proud to serve Ohio.",47479,1714,90,"Mon Jun 01 16:07:45 +0000 2009","Ohio/Washington D.C.","00136","B000944","Sherrod Brown","M","Congress","Democrat"
"senstabenow","76456274","SenStabenow","Sen. Debbie Stabenow","Representing the people from the Great State of Michigan in the United States Senate",20411,1070,2289,"Tue Sep 22 21:30:16 +0000 2009","Washington, DC","01531","S000770","Debbie Stabenow","F","Congress","Democrat"
"sentedcruz","1074480192","SenTedCruz","Senator Ted Cruz","Representing the State of Texas in the United States Senate.",450291,3333,7635,"Wed Jan 09 18:11:37 +0000 2013","Houston, Texas","02175","C001098","Ted Cruz","M","Congress","Republican"
"senthadcochran","555474658","SenThadCochran","Senator Thad Cochran","Office of U.S. Senator Thad Cochran of Mississippi.",14991,1193,499,"Mon Apr 16 22:33:23 +0000 2012","","00213","C000567","Thad Cochran","M","Congress","Republican"
"senthomtillis","2964174789","SenThomTillis","Senator Thom Tillis","Official Twitter account of North Carolina Senator Thom Tillis.",4872,304,1885,"Tue Jan 06 14:22:18 +0000 2015","Washington, D.C. ","02291","T000476","Thom Tillis","M","Congress","Republican"
"sentomcotton","968650362","SenTomCotton","Tom Cotton","U.S. Senator proudly serving the state of Arkansas.",29930,2216,365,"Sat Nov 24 19:33:10 +0000 2012","","02098","C001095","Tom Cotton","M","Congress","Republican"
"sentoomey","221162525","SenToomey","Senator Pat Toomey","Official Twitter account for Pat Toomey. Husband. Father. U.S. Senator for Pennsylvania.",34411,2897,942,"Mon Nov 29 22:32:09 +0000 2010","","02085","T000461","Patrick J. Toomey","M","Congress","Republican"
"senwarren","970207298","SenWarren","Elizabeth Warren","Official twitter account of Senator Elizabeth Warren of Massachusetts.",217033,536,243,"Sun Nov 25 15:14:27 +0000 2012","","02182","W000817","Elizabeth Warren","F","Congress","Democrat"
"senwhitehouse","242555999","SenWhitehouse","Sheldon Whitehouse","U.S. Senator from #RhodeIsland, the Ocean State. Follows, RTs ≠ endorsement, but I look forward to listening to you.",22448,2411,1385,"Tue Jan 25 01:52:03 +0000 2011","Rhode Island","01823","W000802","Sheldon Whitehouse","M","Congress","Democrat"
"slate","15164565","Slate","Slate","Politics, culture, technology, business, news, and commentary. Procrastinate better.",1380532,142077,535,"Thu Jun 19 01:08:29 +0000 2008","",NA,NA,NA,NA,"Media Outlets",NA
"speakerboehner","7713202","SpeakerBoehner","Speaker John Boehner","Official Twitter account for U.S. House Speaker John Boehner (R-OH)",808524,19840,7506,"Wed Jul 25 14:42:33 +0000 2007","Washington, DC","00102","B000589","John A. Boehner","M","Congress","Republican"
"staceyplaskett","2724095695","StaceyPlaskett","Rep. Stacey Plaskett","Congresswoman Stacey Plaskett represents the U.S. Virgin Islands in the U.S. House of Representatives.",475,135,82,"Mon Aug 11 14:40:01 +0000 2014","U.S. Virgin Is. | Wash., DC","02274","P000610","Stacey E. Plaskett","F","Congress","Democrat"
"stephenathome","16303106","StephenAtHome","Stephen Colbert","Bull Frog",7960489,3555,1,"Mon Sep 15 22:31:44 +0000 2008","",NA,NA,NA,NA,"Media Outlets",NA
"stevedaines","11651202","SteveDaines","Steve Daines","Serving the people of Montana in the U.S. Senate.",5174,1453,554,"Sun Dec 30 05:52:03 +0000 2007","Bozeman, MT","02138","D000618","Steve Daines","M","Congress","Republican"
"stevekingia","48117116","SteveKingIA","Steve King","Representing the 4th District of Iowa #IA04",24433,1099,84,"Wed Jun 17 21:09:41 +0000 2009","Washington, DC","01724","K000362","Steve King","M","Congress","Republican"
"steveknight25","2974648323","SteveKnight25","Rep. Steve Knight","Proudly representing California's 25th Congressional District.",351,86,183,"Mon Jan 12 13:24:19 +0000 2015","","02228","K000387","Stephen Knight","M","Congress","Republican"
"stevescalise","1209417007","SteveScalise","Rep. Steve Scalise","Serving as House Majority Whip and representing LA-01. Follow me on Facebook: http://t.co/mIQZ2Jh9Gt and Instagram: http://t.co/5wuWc45xvq",11705,2956,3484,"Fri Feb 22 18:10:47 +0000 2013","Jefferson, LA","01892","S001176","Steve Scalise","M","Congress","Republican"
"susanwbrooks","1074101017","SusanWBrooks","Susan W. Brooks ","Serving the good people of Indiana’s 5th District in Congress.",5084,906,328,"Wed Jan 09 15:30:38 +0000 2013","","02129","B001284","Susan W. Brooks","F","Congress","Republican"
"tedcruz","23022687","tedcruz","Ted Cruz","U.S. Senator from Texas and candidate for the Republican nomination for President of the United States.",413664,9080,17975,"Fri Mar 06 03:20:20 +0000 2009","Houston, Texas",NA,NA,NA,NA,"Primary Candidate","Republican"
"tgowdysc","237348797","TGowdySC","Trey Gowdy","Congressman for South Carolina's 4th District.",182654,1158,367,"Wed Jan 12 16:57:04 +0000 2011","","02058","G000566","Trey Gowdy","M","Congress","Republican"
"theblaze","10774652","theblaze","TheBlaze","Stories that inspire. News that matters. 
Subscribe to our daily newsletter #Firewire: http://t.co/WyU6mjhmmq",434625,50659,158,"Sat Dec 01 22:23:57 +0000 2007","New York, NY",NA,NA,NA,NA,"Media Outlets",NA
"thedailyshow","158414847","TheDailyShow","The Daily Show","Jon Stewart and The Best F#@king News Team. Mon-Thurs at 11/10c on @ComedyCentral. Full episodes, videos, guest information. #DailyShow",3507495,8326,66,"Tue Jun 22 16:41:05 +0000 2010","",NA,NA,NA,NA,"Media Outlets",NA
"thinkprogress","55355654","thinkprogress","ThinkProgress","Moving news forward. Tweets by @CaitlinFrazier, Editor-In-Chief @JuddLegum",376829,57377,975,"Thu Jul 09 20:42:08 +0000 2009","Washington, D.C.",NA,NA,NA,NA,"Media Outlets",NA
"tiberipress","3145255727","tiberipress","tiberipress","for Congressman Pat Tiberi follow @pattiberi",3,0,25,"Tue Apr 07 19:36:11 +0000 2015","","01664","T000462","Patrick J. Tiberi","M","Congress","Republican"
"toddrokita","17544524","ToddRokita","Rep. Todd Rokita","Todd Rokita, U.S. Representative of the 4th District of Indiana. Chairman of Subcommittee on Early Childhood, Elementary, and Secondary Education.",10884,4564,3396,"Fri Nov 21 20:10:51 +0000 2008","Indiana","02017","R000592","Todd Rokita","M","Congress","Republican"
"tomcoleok04","23124635","TomColeOK04","Rep. Tom Cole","Proud to represent the Fourth District of Oklahoma in the U.S. House of Representatives. Staff moderated unless signed by me. -TC",7024,646,97,"Fri Mar 06 21:54:25 +0000 2009","Oklahoma","01742","C001053","Tom Cole","M","Congress","Republican"
"tomrooney","23970171","TomRooney","Tom Rooney","Proudly represent Florida's 17th District in the U.S. House of Representatives. Husband & father of 3 sons. RT ≠ endorsement.",13847,2687,3928,"Thu Mar 12 15:44:41 +0000 2009","Florida","01916","R000583","Thomas J. Rooney","M","Congress","Republican"
"tulsipress","1064206014","TulsiPress","Rep. Tulsi Gabbard","Aloha and welcome to the official Twitter page of Congresswoman Tulsi Gabbard (HI-02). Account managed by staff. Tulsi tweets signed TG.",9748,1077,727,"Sat Jan 05 22:57:50 +0000 2013","","02122","G000571","Tulsi Gabbard","F","Congress","Democrat"
"txrandy14","1058051748","TXRandy14","Randy Weber","Representative for the 14th Congressional District of Texas.  http://t.co/3YiUH4dPNE | Instagram: TXRandy14",4406,1323,350,"Thu Jan 03 15:30:06 +0000 2013","Friendswood, TX","02161","W000814","Randy K. Weber Sr.","M","Congress","Republican"
"usatoday","15754281","USATODAY","USA TODAY","The latest news and most interesting stories from USA TODAY. News that's meant to be shared.",1625891,119980,822,"Wed Aug 06 19:55:31 +0000 2008","USA TODAY HQ, McLean, Va.",NA,NA,NA,NA,"Media Outlets",NA
"usrepdavidjolly","2482022082","USRepDavidJolly","David Jolly","Proudly representing Florida's 13th District and the people of Pinellas County in the U.S. House.",1491,718,153,"Wed May 07 12:35:31 +0000 2014","Indian Shores, FL","02199","J000296","David W. Jolly","M","Congress","Republican"
"usrepgarypalmer","2861616083","USRepGaryPalmer","Gary Palmer","Proudly serving the people of Alabama's 6th Congressional District.",1394,516,652,"Tue Nov 04 22:58:38 +0000 2014","","02221","P000609","Gary J. Palmer","M","Congress","Republican"
"usrepkcastor","1880674038","USRepKCastor","US Rep Kathy Castor","Tampa Bay's Congresswoman",2185,978,1000,"Wed Sep 18 20:03:57 +0000 2013","","01839","C001066","Kathy Castor","F","Congress","Democrat"
"usrepkeating","232992031","USRepKeating","Bill Keating","Welcome to the official Twitter page of Congressman Bill Keating!",5401,869,588,"Sat Jan 01 23:58:47 +0000 2011","Bourne, Ma","02025","K000375","William R. Keating","M","Congress","Democrat"
"usreplong","1444015610","USRepLong","U.S. Rep. Billy Long","Representing Missouri’s 7th District in the United States Congress

Member of the House Energy and Commerce Committee",2762,3184,1292,"Mon May 20 15:02:21 +0000 2013","","02033","L000576","Billy Long","M","Congress","Republican"
"usrepmikedoyle","39249305","USRepMikeDoyle","Mike Doyle","U.S. Member of Congress representing PA's 14th District",7312,499,33,"Mon May 11 13:22:08 +0000 2009","Pittsburgh, PA","00316","D000482","Michael F. Doyle","M","Congress","Democrat"
"usreprhinojosa","239905257","USRepRHinojosa","Rep. Rubén Hinojosa","Proudly representing the 15th Congressional District of Texas",7147,1498,461,"Tue Jan 18 18:13:06 +0000 2011","","01490","H000636","Rubén Hinojosa","M","Congress","Democrat"
"usrepricknolan","1055685948","USRepRickNolan","US Rep. Rick Nolan","This is the official Twitter account for U.S Congressman Rick Nolan, proudly serving the people of Minnesota's 8th Congressional District.",4106,1575,811,"Wed Jan 02 17:51:28 +0000 2013","","00867","N000127","Richard M. Nolan","M","Congress","Democrat"
"usreprodney","1382011333","USRepRodney","Rodney Frelinghuysen","Proudly serving the 11th Congressional District of New Jersey in the U.S. House of Representatives.",1864,353,102,"Fri Apr 26 14:05:13 +0000 2013","","00414","F000372","Rodney P. Frelinghuysen","M","Congress","Republican"
"vernbuchanan","20467163","VernBuchanan","Rep. Vern Buchanan","U.S. Congressman",15953,1812,11119,"Mon Feb 09 21:05:19 +0000 2009","Florida's 16th District","01840","B001260","Vern Buchanan","M","Congress","Republican"
"virginiafoxx","16256269","virginiafoxx","Virginia Foxx","Congresswoman Virginia Foxx. Conservative representing North Carolina's Fifth District.",12926,2498,1381,"Fri Sep 12 13:30:07 +0000 2008","Banner Elk, NC","01791","F000450","Virginia Foxx","F","Congress","Republican"
"washingtonpost","2467791","washingtonpost","Washington Post","Tweet-length breaking news and analysis from around the world. Founded in 1877. Most tweets by @hermanywong and @markdubya.",4444754,139218,1174,"Tue Mar 27 11:19:39 +0000 2007","Washington, DC",NA,NA,NA,NA,"Media Outlets",NA
"whiphoyer","22012091","WhipHoyer","Steny Hoyer","The Democratic Whip of the U.S. House of Representatives, representing Maryland's 5th Congressional District.",50772,7845,3946,"Thu Feb 26 14:13:01 +0000 2009","Washington, DC","00566","H000874","Steny H. Hoyer","M","Congress","Democrat"
"wsj","3108351","WSJ","Wall Street Journal","Breaking news and features from the WSJ. Tweets by @elanazak @allisonlichter @sarahmarshall @toddjolmstead and @carlazanoni.",6443344,122322,1009,"Sun Apr 01 06:22:13 +0000 2007","New York, NY",NA,NA,NA,NA,"Media Outlets",NA
"yahoonews","7309052","YahooNews","Yahoo News","The official Twitter account for Yahoo News – breaking news and popular stories.",910357,98744,2313,"Sat Jul 07 06:52:31 +0000 2007","New York City",NA,NA,NA,NA,"Media Outlets",NA
"yvetteclarke","240812994","YvetteClarke","Yvette D. Clarke","U.S. Representative proudly serving New York's 9th Congressional district. RT ≠ endorsement.",11009,4880,5000,"Thu Jan 20 20:14:21 +0000 2011","Brooklyn, NY","01864","C001067","Yvette D. Clarke","F","Congress","Democrat"
