"twitter","id_str","screen_name","twitter_name","description","followers_count","statuses_count","friends_count","created_at","location","bioid","id","name","gender","type","party","facebook","youtube","chamber"
"reppeterdefazio","252249233","RepPeterDeFazio","Rep Peter DeFazio","Representing the 4th Congressional District in Oregon",25209,1173,740,"Mon Feb 14 20:20:20 +0000 2011","","D000191","00279","Peter A. DeFazio","M","Congress","Democrat","RepPeterDeFazio","PeterDeFazio","rep"
"reppittenger","950328072","RepPittenger","Congressman Robert Pittenger","Official Twitter of U.S. Congressman Robert Pittenger, proudly serving North Carolina's 9th District.",13759,8328,1332,"Thu Nov 15 19:31:22 +0000 2012","","P000606","02141","Robert Pittenger","M","Congress","Republican","congressmanpittenger","CongressmanPittenger","rep"
"reppoliquin","2932617195","RepPoliquin","Rep. Bruce Poliquin","Proudly Serving Maine's Second Congressional District",9010,1549,344,"Fri Dec 19 21:32:47 +0000 2014","","P000611","02247","Bruce Poliquin","M","Congress","Republican","RepPoliquin",NA,"rep"
"repralphnorman","880480631108644864","RepRalphNorman","Ralph Norman","Official account of Congressman Ralph Norman. Proudly representing the 5th District of South Carolina.",2515,817,382,"Thu Jun 29 17:38:35 +0000 2017","Rock Hill, SC","N000190",NA,"Ralph Norman","M","Congress","Republican","RepRalphNorman",NA,"rep"
"repraskin","806906355214852096","RepRaskin","Rep. Jamie Raskin","Proudly serving MD's 8th District. Senior Whip, Judiciary Vice Ranking Member. https://t.co/EkyEyszJWc",31062,4505,4492,"Thu Dec 08 17:00:41 +0000 2016","Maryland's 8th District","R000606",NA,"Jamie Raskin","M","Congress","Democrat","repraskin",NA,"rep"
"repratcliffe","2847221717","RepRatcliffe","John Ratcliffe","U.S. Congressman for Texas' 4th District. @HouseHomeland Cybersecurity Chairman. Member of @HouseJudiciary & House Ethics. Former prosecutor. RTs ≠ endorsements",23096,2189,641,"Mon Oct 27 20:20:35 +0000 2014","Heath, TX","R000601","02268","John Ratcliffe","M","Congress","Republican","RepRatcliffe",NA,"rep"
"repraulgrijalva","28602948","RepRaulGrijalva","Raul M. Grijalva","Facebook- Raul M. Grijalva

Instagram- RepRaulGrijalva",31187,4076,325,"Fri Apr 03 16:55:32 +0000 2009","Washington, D.C.","G000551","01708","Raúl M. Grijalva","M","Congress","Democrat","Rep.Grijalva","raulgrijalvaaz07","rep"
"reprichardneal","442824717","RepRichardNeal","Rep. Richard Neal","Serving the First Congressional District of Massachusetts in the United States House of Representatives, with 87 cities and towns in western & central MA",15279,1493,44,"Wed Dec 21 14:18:30 +0000 2011","","N000015","00854","Richard E. Neal","M","Congress","Democrat","reprichardneal","RepRichardENeal","rep"
"reprichhudson","935033864","RepRichHudson","Richard Hudson","Official Twitter account for Congressman Richard Hudson -- proudly representing the 8th Congressional District of North Carolina.",15064,6502,2210,"Thu Nov 08 17:41:00 +0000 2012","Concord, NC","H001067","02140","Richard Hudson","M","Congress","Republican","RepRichHudson","RepRichHudson","rep"
"reprichmond","267854863","RepRichmond","Rep Cedric Richmond","Representing the 2nd Congressional District of Louisiana and the Who Dat Nation.

@OfficialCBC Chairman",26088,2299,861,"Thu Mar 17 17:30:45 +0000 2011","","R000588","02023","Cedric L. Richmond","M","Congress","Democrat","RepRichmond","RepCedricRichmond","rep"
"reprickallen","2964287128","RepRickAllen","Rick W. Allen","Proudly representing Georgia's 12th Congressional District",12498,1340,129,"Tue Jan 06 14:45:18 +0000 2015","Augusta, GA and Washington, DC","A000372","02239","Rick W. Allen","M","Congress","Republican","CongressmanRickAllen",NA,"rep"
"reprickcrawford","233693291","RepRickCrawford","Rep Rick Crawford","Representing Arkansas's 1st District in the United States Congress. Agriculture, Intelligence, Transportation & Infrastructure Committees.",16165,4675,1041,"Mon Jan 03 21:57:49 +0000 2011","Washington, DC","C001087","01989","Eric A. ""Rick"" Crawford","M","Congress","Republican","RepRickCrawford","RepRickCrawford","rep"
"repricklarsen","404132211","RepRickLarsen","Rep. Rick Larsen","Born and raised in Arlington, Wash.
Ranking Member, Aviation Subcommittee",17096,7904,5193,"Thu Nov 03 13:59:42 +0000 2011","Washington's 2nd District","L000560","01675","Rick Larsen","M","Congress","Democrat","RepRickLarsen","congressmanlarsen","rep"
"reprobbishop","148006729","RepRobBishop","Rob Bishop","",3240,0,95,"Tue May 25 16:02:26 +0000 2010","Brigham City or D.C.","B001250","01753","Rob Bishop","M","Congress","Republican","RepRobBishop","CongressmanBishop","rep"
"reprobinkelly","1339931490","RepRobinKelly","Robin Kelly","Official Twitter account for Robin Kelly, U.S. Representative #IL02.",22669,3387,8675,"Tue Apr 09 19:02:01 +0000 2013","","K000385","02190","Robin L. Kelly","F","Congress","Democrat","reprobinkelly",NA,"rep"
"reprobwoodall","2382685057","RepRobWoodall","Rob Woodall","U.S. Representative for the Seventh District of Georgia, and serving as Chairman of the Rules Subcommittee on Legislative & Budget Process.",10183,720,693,"Mon Mar 10 21:01:47 +0000 2014","Lawrenceville, GA; Wash., D.C.","W000810","02008","Rob Woodall","M","Congress","Republican","RepRobWoodall","RobWoodallGA07","rep"
"reprodblum","2965083477","RepRodBlum","Congressman Rod Blum","Official Account Of Iowa's 1st District Congressman Rod Blum. Member of @GOPoversight & @HouseSmallBiz #IA01. https://t.co/UGNts1QJPN",11755,2419,2274,"Tue Jan 06 22:59:49 +0000 2015","Northeast Iowa","B001294","02241","Rod Blum","M","Congress","Republican","congressmanrodblum",NA,"rep"
"reprohrabacher","831483464","RepRohrabacher","Dana Rohrabacher","The official twitter account of Congressman Dana Rohrabacher, representing CA's 48th district",5584,237,136,"Tue Sep 18 17:13:01 +0000 2012","","R000409","00979","Dana Rohrabacher","M","Congress","Republican","RepRohrabacher","RepDanaRohrabacher","rep"
"reprokhanna","816298918468259841","RepRoKhanna","Rep. Ro Khanna","Rep. Silicon Valley's #CA17. Working to create proposals for jobs in areas left behind & tax credits for working class. Restraint in foreign policy. No PAC $.",17465,4725,623,"Tue Jan 03 15:03:23 +0000 2017","Silicon Valley, CA","K000389",NA,"Ro Khanna","M","Congress","Democrat","RepRoKhanna",NA,"rep"
"repronestes","854715071116849157","RepRonEstes","Rep. Ron Estes","Official Twitter of Congressman Ron Estes. Proudly serving the 4th District of Kansas🌻#KS04",2769,397,1837,"Wed Apr 19 15:15:27 +0000 2017","Wichita, KS","E000298",NA,"Ron Estes","M","Congress","Republican","RepRonEstes",NA,"rep"
"repronkind","112740986","RepRonKind","Rep. Ron Kind","Member of the U.S. House of Representatives from Wisconsin's Third Congressional District.",13134,1261,560,"Tue Feb 09 15:14:02 +0000 2010","Washington, DC","K000188","01498","Ron Kind","M","Congress","Democrat","repronkind","RepRonKind","rep"
"reprooney","816111677917851649","RepRooney","Francis Rooney","Honored to serve the citizens of Florida's 19th Congressional District. Official Government account.",4724,779,332,"Tue Jan 03 02:39:21 +0000 2017","SWFL","R000607",NA,"Francis Rooney","M","Congress","Republican","RepRooney",NA,"rep"
"reproybalallard","479872233","RepRoybalAllard","Rep. Lucille Roybal-Allard","Proudly representing California’s 40th Congressional District. Follow me at https://t.co/KjVfmF9CaM & https://t.co/Urj0zPAr8d.",21740,4608,4142,"Tue Jan 31 21:30:43 +0000 2012","","R000486","00997","Lucille Roybal-Allard","F","Congress","Democrat","RepRoybalAllard","RepRoybalAllard","rep"
"reprubengallego","2966570782","RepRubenGallego","Ruben Gallego","Proud representative of Arizona's 7th Congressional District. #AZ07",74227,3712,2848,"Wed Jan 07 19:31:08 +0000 2015","Phoenix, AZ","G000574","02226","Ruben Gallego","M","Congress","Democrat","RepRubenGallego",NA,"rep"
"reprussell","2966758114","RepRussell","Rep. Steve Russell","Proudly serving the Fifth District of Oklahoma in Congress.",8718,490,498,"Wed Jan 07 21:24:35 +0000 2015","Fifth District of Oklahoma","R000604","02265","Steve Russell","M","Congress","Republican","reprussell",NA,"rep"
"reprutherfordfl","828977216595849216","RepRutherfordFL","Rep. John Rutherford","Proudly serving NE FL District 4.  Former Sheriff focused on keeping communities safe & protecting your rights. @HouseAppropsGOP @HouseJudiciary",3228,640,273,"Tue Feb 07 14:42:24 +0000 2017","Washington, DC","R000609",NA,"John H. Rutherford","M","Congress","Republican","RepRutherfordFL",NA,"rep"
"reprwilliams","1077446982","RepRWilliams","Rep. Roger Williams","I am honored to represent the 25th Congressional District of Texas. Member of @FinancialCmte.",9778,3952,706,"Thu Jan 10 19:21:22 +0000 2013","Central Texas","W000816","02165","Roger Williams","M","Congress","Republican","RepRogerWilliams",NA,"rep"
"repryancostello","2953922782","RepRyanCostello","Rep. Ryan Costello","U.S. Congressman #PA06. @HouseCommerce Committee. Proudly represent parts of Berks, Chester, Montgomery, & Lebanon Counties",13860,1566,499,"Wed Dec 31 22:38:23 +0000 2014","PA-06","C001106","02266","Ryan A. Costello","M","Congress","Republican","CongressmanRyanCostello",NA,"rep"
"repsamgraves","29766367","RepSamGraves","Rep. Sam Graves","Proudly representing Missouri's Sixth Congressional District",12272,7293,1093,"Wed Apr 08 17:20:43 +0000 2009","","G000546","01656","Sam Graves","M","Congress","Republican","118514606128",NA,"rep"
"repsandylevin","25781141","repsandylevin","Sandy Levin","I represent Michigan’s 9th Congressional District and am the Ranking Member of the House Ways and Means Subcommittee on Health.",26472,3186,17550,"Sun Mar 22 04:32:56 +0000 2009","","L000263","00683","Sander M. Levin","M","Congress","Democrat","RepSandyLevin","mi12yes","rep"
"repsanfordsc","1499993378","RepSanfordSC","Mark Sanford","Serving the #Lowcountry in #SC01. Find me on Facebook at https://t.co/9HU8VA7ySB",12271,2381,680,"Tue Jun 11 01:55:44 +0000 2013","SC-01","S000051","01012","Mark Sanford","M","Congress","Republican","RepSanfordSC","RepSanfordSC","rep"
"repsarbanes","364415553","RepSarbanes","Rep. John Sarbanes","Representing Maryland’s 3rd District. Chair of @House_DRTF. Fighting to put the public interest ahead of special interests.",17955,1288,512,"Mon Aug 29 18:44:47 +0000 2011","Maryland","S001168","01854","John P. Sarbanes","M","Congress","Democrat","RepSarbanes",NA,"rep"
"repschneider","1071840474","RepSchneider","Rep. Brad Schneider","Proud to represent the people of Illinois's 10th Congressional District",7793,3034,1054,"Tue Jan 08 19:59:14 +0000 2013","Illinois","S001190","02124","Bradley Scott Schneider","M","Congress","Democrat","CongressmanBradSchneider","RepBradSchneider","rep"
"repschrader","20545793","RepSchrader","Rep. Kurt Schrader","Proudly representing Oregon's 5th Congressional District",23186,2158,755,"Tue Feb 10 21:04:21 +0000 2009","Oregon","S001180","01950","Kurt Schrader","M","Congress","Democrat","repschrader","repkurtschrader","rep"
"repscottperry","18773159","RepScottPerry","RepScottPerry","Husband, Father of two young daughters, Small Businessman and Soldier. Congressman - 4th District (PA).",14160,3092,2696,"Thu Jan 08 18:29:58 +0000 2009","","P000605","02157","Scott Perry","M","Congress","Republican","repscottperry","RepScottPerry","rep"
"repscottpeters","1135486501","RepScottPeters","Rep. Scott Peters","Serving #CA52. @EnergyCommerce, @VetAffairsDems, & @HouseNewDems. Country over Party / Rule of Law / Opportunity to Earn / Strength Abroad / Respect & Kindness",22083,8802,924,"Wed Jan 30 23:28:14 +0000 2013","San Diego, Poway, Coronado","P000608","02113","Scott H. Peters","M","Congress","Democrat","RepScottPeters",NA,"rep"
"repscotttaylor","837722935095930883","RepScottTaylor","Scott Taylor","Official Twitter of Congressman Scott Taylor(VA-02)",4335,157,22,"Fri Mar 03 17:54:46 +0000 2017","Virginia Beach, VA","T000477",NA,"Scott Taylor","M","Congress","Republican","RepScottTaylor",NA,"rep"
"repseanduffy","234022257","RepSeanDuffy","Sean Duffy","Devoted husband of one, proud father of eight, and the Representative for Wisconsin's Seventh District. Also at https://t.co/Y7pV5IPxzR. #GoPackGo",33420,5964,2760,"Tue Jan 04 17:28:01 +0000 2011","","D000614","02072","Sean P. Duffy","M","Congress","Republican","RepSeanDuffy","RepSeanDuffy","rep"
"repseanmaloney","1072467470","RepSeanMaloney","Sean Patrick Maloney","Proud to represent New York's 18th Congressional District",26599,4566,1044,"Wed Jan 09 01:00:33 +0000 2013","Cold Spring, NY","M001185","02150","Sean Patrick Maloney","M","Congress","Democrat","RepSeanMaloney",NA,"rep"
"repsheaporter","126171100","RepSheaPorter","Rep. Shea-Porter","Proudly serving New Hampshire's First District in the U.S. House of Representatives.
https://t.co/fHOFp4xW",6726,1283,462,"Thu Mar 25 01:42:47 +0000 2010","","S001170","01861","Carol Shea-Porter","F","Congress","Democrat","repsheaporter",NA,"rep"
"repshimkus","15600527","RepShimkus","John Shimkus","I represent the 15th Congressional District of Illinois and Chair the @HouseCommerce Environment Subcommittee.",28407,10437,1111,"Fri Jul 25 17:01:16 +0000 2008","Illinois, USA","S000364","01527","John Shimkus","M","Congress","Republican","repshimkus","repshimkus","rep"
"repsinema","1080844782","RepSinema","Kyrsten Sinema","Official Twitter feed of U.S. Congresswoman Kyrsten Sinema, serving Arizona's 9th District.",29603,11045,756,"Fri Jan 11 20:31:03 +0000 2013","","S001191","02099","Kyrsten Sinema","F","Congress","Democrat","CongresswomanSinema","repsinema","rep"
"repsires","18696134","RepSires","Albio Sires","U.S. Representative for New Jersey's 8th Congressional District",18049,2669,256,"Tue Jan 06 21:22:37 +0000 2009","Washington, DC","S001165","01818","Albio Sires","M","Congress","Democrat","81058818750","RepSiresNJ13","rep"
"repsmucker","41417564","RepSmucker","Rep. Lloyd Smucker","Representing the people of PA-16 in the U.S. House of Representatives. Husband & father.",6278,3191,134,"Wed May 20 18:31:13 +0000 2009","Lancaster, PA","S001199",NA,"Lloyd Smucker","M","Congress","Republican","RepSmucker",NA,"rep"
"repspeier","24913074","RepSpeier","Jackie Speier","Represents California's 14th Congressional District. House Armed Services Committee, House Permanent Select Committee on Intelligence. https://t.co/gGH33BzCXx",122523,4738,22016,"Tue Mar 17 17:02:38 +0000 2009","","S001175","01890","Jackie Speier","F","Congress","Democrat","JackieSpeier","jackiespeierca12","rep"
"repstefanik","2962813893","RepStefanik","Rep. Elise Stefanik","Official Twitter Account for Congresswoman Elise Stefanik, proudly representing New York's 21st District.",17452,3453,256,"Mon Jan 05 22:17:51 +0000 2015","","S001196","02263","Elise M. Stefanik","F","Congress","Republican","RepEliseStefanik",NA,"rep"
"repstephenlynch","310310133","RepStephenLynch","Rep. Stephen Lynch","The official Twitter account of Congressman Stephen F. Lynch. Proudly serving the 8th Congressional District of Massachusetts.",16670,3367,385,"Fri Jun 03 14:48:36 +0000 2011","Washington, D.C. / Boston, MA","L000562","01686","Stephen F. Lynch","M","Congress","Democrat","repstephenlynch","RepLynch","rep"
"repstephmurphy","796183515998068736","RepStephMurphy","Rep Stephanie Murphy","U.S. Congresswoman Stephanie Murphy - fighting for progress and proudly representing Seminole & Orange Counties in the U.S. House of Representatives. #FL07",15363,1694,592,"Wed Nov 09 02:51:57 +0000 2016","Winter Park, FL","M001202",NA,"Stephanie N. Murphy","F","Congress","Democrat","RepStephMurphy","RepStephMurphy","rep"
"repstevechabot","237750442","RepSteveChabot","Rep. Steve Chabot","Husband, grandpa, public servant, & proud Cincinnatian. Chairman of @HouseSmallBiz & senior Member on @HouseJudiciary & @HouseForeign.",25732,3240,3056,"Thu Jan 13 15:03:08 +0000 2011","Cincinnati","C000266","00186","Steve Chabot","M","Congress","Republican","RepSteveChabot","congressmanchabot","rep"
"repstevepearce","235271965","RepStevePearce","Steve Pearce","I represent New Mexico's 2nd Congressional District.  I am fighting to create jobs in NM and voice New Mexicans' other concerns in Washington.",12565,4391,806,"Fri Jan 07 19:44:44 +0000 2011","Hobbs, NM","P000588","01738","Stevan Pearce","M","Congress","Republican","RepStevePearce","NMStevePearce","rep"
"repstevestivers","211420609","RepSteveStivers","Steve Stivers","Proud to represent the citizens of Ohio's 15th Congressional District.",30400,3010,939,"Wed Nov 03 05:57:36 +0000 2010","","S001187","02047","Steve Stivers","M","Congress","Republican","116058275133542","RepSteveStivers","rep"
